id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
76494,0.098,17900,198880,0,0,0,99.31,11,A,Urban,3300,1
58192,0.153,16800,300080,0,0,0,99.34,13,C,Urban,18000,1
56878,0.054,18264,375120,0,0,0,99.72,11,A,Rural,28500,1
74997,0.031,27383,139750,0,0,0,99.11,18,A,Rural,1200,1
8662,0.022,22643,270040,0,0,0,98.98,53,A,Rural,13800,1
111712,0.737,21906,684000,0,0,0,98.89,15,A,Rural,51600,1
85342,1,12051,828070,0,0,0,99.79,7,A,Urban,51600,1
89512,0.209,16074,157890,0,0,1,98.99,14,D,Urban,13800,1
61724,0.148,24468,1025150,0,0,0,99.06,18,A,Urban,43200,1
25969,0.021,14249,200060,0,0,0,98.86,8,D,Urban,9600,1
30783,0.099,13881,90300,0,0,0,99.84,6,A,Urban,9600,1
25784,0.01,19358,147150,1,0,1,99.33,15,D,Rural,13800,1
111416,0.033,16797,120140,2,1,1,98.84,16,B,Urban,1200,0
30257,0.081,10956,59380,0,0,0,99.51,6,A,Urban,5400,1
100722,0.329,19716,135120,1,0,0,98.97,19,A,Rural,3300,1
75948,0.011,23737,248730,0,0,0,99.66,8,A,Rural,24300,1
23274,0.68,19354,150060,0,0,0,98.29,14,D,Rural,11700,1
102718,0.023,23002,273240,0,0,0,99.89,7,B,Urban,15900,1
25545,0.336,22635,244930,1,3,0,98.76,18,A,Urban,18000,1
69279,0.017,12055,250120,0,0,0,99.37,9,A,Urban,13800,1
88147,0.018,8771,24720,0,0,0,99.89,4,A,Urban,3300,1
90206,0.355,18995,527280,0,0,0,99.12,21,D,Urban,30600,0
1485,0.116,10596,180110,0,0,0,99.02,8,B,Urban,20100,1
101903,0.468,22280,85740,0,0,0,98.24,10,A,Urban,5400,1
17578,0.013,25928,225130,0,0,0,99.41,13,A,Rural,13800,1
48040,0.038,19715,66120,0,0,0,99.83,10,A,Urban,3300,1
109742,0.896,15710,263570,0,0,0,98.78,10,B,Rural,1200,1
26515,0.004,20086,147130,0,1,0,98.83,22,A,Rural,7500,1
51886,0.147,21545,775080,0,0,0,99.2,34,B,Urban,41100,1
23140,0.12,18992,155080,0,0,1,98.68,11,C,Urban,5400,1
82464,0,20817,175100,0,0,0,,7,C,Urban,7500,1
79822,0.857,23739,70120,0,0,0,97.45,6,A,Urban,5400,1
6906,0.008,24829,300150,0,0,0,99.54,10,A,Urban,3300,1
23009,0.096,16439,54840,0,0,0,99.12,6,D,Urban,5400,1
11373,0.14,17168,150100,0,0,0,98.59,12,C,Rural,9600,1
29845,0.908,14606,300070,1,0,0,99.51,12,D,Urban,32700,1
44487,0.712,18624,237660,0,0,0,98.5,8,A,Urban,18000,1
71350,0.494,24833,155520,1,0,1,98.97,11,A,Rural,13800,1
14151,0.138,18994,325600,0,0,0,99.27,5,B,Rural,3300,1
62832,0.006,21545,137840,0,0,0,99.53,17,B,Rural,9600,1
75938,0.039,16438,252090,0,0,0,99.09,11,C,Urban,7500,1
10916,0.103,17161,67570,0,0,0,97.82,16,D,Urban,5700,1
17640,1,15701,174350,0,0,0,98.63,4,C,Urban,1200,1
110377,0.299,13877,195090,0,0,0,99,10,A,Urban,18000,1
77881,0.064,16436,1020140,0,0,0,99.82,14,C,Urban,51600,1
82169,0.13,22642,487610,1,0,0,99.4,9,A,Urban,18000,1
6739,0.012,9863,130050,0,0,0,99.76,5,A,Urban,7500,1
108164,1,13154,77250,1,1,1,99.81,2,A,Urban,3300,1
99069,0.301,9865,137540,0,0,0,99.67,9,A,Urban,11700,1
46417,0.509,12422,60090,0,0,0,98.84,10,C,Urban,3300,1
9256,1,14241,58630,0,0,0,99.25,6,A,Rural,5700,1
42681,0.077,23005,190120,0,0,0,99.45,7,C,Rural,9600,1
84998,0.005,14980,290080,0,0,0,98.84,7,D,Rural,11700,1
2367,0.689,20450,89540,2,0,0,97.9,6,A,Urban,3300,1
2512,0.008,18256,24090,0,0,0,,12,B,Rural,5700,1
60289,0.015,21542,155130,0,0,0,99.88,5,A,Urban,5400,1
54138,1,18990,87620,0,0,0,99.03,4,A,Urban,5400,1
33359,0.102,21183,465130,0,0,0,99.52,7,B,Rural,13800,1
102649,0.922,16802,660060,0,0,1,99.05,13,C,Urban,60000,1
111488,0.728,9864,36980,0,1,0,98.47,7,C,Urban,1200,0
79322,0.684,22271,123080,0,0,0,99.38,5,B,Rural,3300,1
25132,0.11,16795,222610,0,0,0,99.08,9,B,Urban,15900,1
49097,0.776,16065,200030,0,0,0,98.79,9,A,Rural,9600,1
73561,0,12782,120110,2,0,0,98.45,8,C,Urban,3300,0
9027,0.981,21176,750090,0,0,0,99.49,16,C,Urban,39000,1
67560,0.004,17163,445020,1,0,0,98.82,12,A,Urban,13800,1
1246,0.04,14606,125040,0,0,0,98.5,11,A,Rural,9600,1
55852,0.082,28479,114060,0,0,0,98.87,9,A,Urban,5400,1
108053,0.583,10965,132630,0,0,0,99.66,9,A,Urban,5400,1
85392,0.055,14243,217580,2,0,0,98.91,17,B,Rural,9600,1
82423,0.076,14978,302600,0,0,0,99.01,18,C,Urban,20100,1
4388,0.014,21547,180030,0,0,0,99.52,12,A,Urban,13800,1
10280,0.037,23371,355040,0,0,0,99.21,17,B,Rural,15900,1
7256,0.002,15338,180060,0,0,0,99.29,9,C,Urban,1200,1
100601,0.695,22275,240120,0,0,0,98.66,13,B,Urban,3300,1
43496,0.24,9866,83110,0,0,0,99.51,7,A,Urban,5400,1
42245,0.144,11327,157630,0,0,0,99.01,10,A,Rural,7500,1
51665,0.524,9140,177090,0,0,0,99.57,7,B,Rural,9600,1
7215,1,9131,120110,0,0,0,99.54,5,A,Urban,7500,0
64182,0.586,23008,204830,0,0,0,99.66,7,A,Rural,22200,1
38263,0.152,17890,127530,0,0,0,99.84,5,A,Urban,1200,1
37880,0.155,14970,368280,0,0,0,98.42,14,A,Rural,13800,1
32981,0.269,18626,375540,0,0,0,98.49,10,C,Urban,13800,1
78445,0.63,20086,81100,1,0,0,98.55,9,A,Urban,5700,1
110591,0.181,21177,450130,0,0,0,99.63,6,A,Urban,26400,1
16023,0.013,28849,72110,0,0,0,99.62,5,A,Rural,3300,1
4059,0.378,20446,183810,0,0,0,97.18,22,B,Urban,11700,1
103050,1,20087,28590,0,0,1,99.82,4,A,Urban,1200,1
84171,0.382,24097,236520,0,0,0,98.53,8,A,Rural,11700,1
62853,0.191,16438,93080,0,0,0,99.3,8,A,Rural,11700,1
55051,0,10227,66770,0,0,0,99.54,6,A,Urban,5700,1
15839,0.029,25194,546080,0,0,0,98.74,12,B,Urban,34800,1
112618,0.551,16066,209310,0,0,0,98.94,16,B,Rural,1200,1
46763,0.881,14979,221600,0,0,0,96.12,9,C,Rural,13800,1
41174,0.478,15709,158490,1,0,1,99.26,8,D,Rural,18000,0
17288,0.265,14970,375110,0,0,0,99.33,13,D,Rural,7500,1
87764,1,7679,57740,0,0,0,99.65,3,A,Urban,5700,1
108774,1,13881,24040,0,1,0,99.47,2,A,Rural,3300,1
70279,0.708,19721,120670,0,0,0,99.41,7,B,Urban,13800,1
51514,0.254,24095,37500,0,0,0,98.37,18,A,Rural,1200,1
29517,0.597,16798,257300,0,0,0,99.04,15,C,Urban,13800,1
48061,0.672,23009,1297590,1,0,0,99.05,27,A,Urban,60000,1
79718,1,14610,437550,1,0,0,99.67,6,C,Urban,7500,1
26781,0.425,12781,48120,0,0,0,96.16,15,A,Rural,3300,1
59491,0.002,29210,95040,0,0,0,99.54,14,A,Urban,5400,1
72008,0.98,14608,107960,0,0,0,98.76,8,A,Rural,3300,1
82331,0.623,13881,159430,0,0,0,98.76,21,B,Rural,1200,1
5909,0.212,19718,225070,0,0,0,99.38,11,A,Rural,20100,1
113019,0.952,21915,99210,0,0,0,99.18,8,A,Rural,7500,0
70449,0.016,18262,187590,0,0,0,99.74,8,A,Rural,7500,1
14867,0.016,25199,249730,0,0,0,99.89,5,A,Urban,15900,1
24618,0.755,24461,183520,0,0,0,98.01,14,A,Urban,13800,1
22162,0.346,13511,132360,0,0,0,98.87,12,A,Rural,3300,1
59192,0.992,11328,133070,2,0,0,99.31,7,A,Rural,13800,1
7329,0.02,22638,120030,0,0,0,99.3,17,A,Urban,9600,1
39646,0.024,22278,267080,0,0,0,99.6,14,A,Rural,3300,1
47221,0.039,21185,264040,0,0,0,99.49,11,A,Urban,18000,1
112147,0.126,13878,144060,0,0,0,98.96,7,A,Urban,7500,1
73395,0.167,20453,300030,0,0,0,99.53,6,B,Urban,15900,1
67088,0.659,12789,194540,0,1,0,99.04,12,A,Urban,9600,1
21254,0.085,21912,252150,1,0,0,99.38,14,A,Urban,9600,1
49423,0.448,29575,132120,0,0,0,99.83,3,A,Rural,9600,1
29315,0.805,23007,98740,0,0,0,99.39,6,A,Rural,3300,1
92646,0.068,16804,257550,0,0,0,98.7,12,B,Urban,15900,1
72991,0.105,18259,336840,0,0,0,99.18,20,B,Urban,24300,1
48695,0.343,23734,581390,0,0,0,99.5,10,A,Rural,18000,1
15403,0.315,15702,240090,0,0,0,99.22,8,A,Urban,15900,1
90443,0.01,25564,312650,0,0,0,99.79,10,A,Urban,15900,1
4565,0.474,22645,200030,0,0,0,99.29,5,A,Rural,5400,1
48871,0.559,21914,162080,0,0,0,99.57,4,A,Rural,1200,1
50484,0,17896,60130,0,0,0,,15,C,Urban,3300,1
71251,0.031,20445,307630,2,0,0,99.6,7,C,Urban,5400,1
83696,0.447,20447,83810,0,1,0,99.62,7,B,Urban,3300,1
7496,0.342,19724,195070,0,0,0,98.85,12,A,Urban,7500,1
48169,1,12425,112580,0,0,0,97.33,4,A,Urban,1200,1
99671,0.091,20819,220050,1,0,0,99.57,10,A,Rural,5400,1
113775,0.105,14610,226650,0,0,0,99.25,7,C,Urban,1200,1
54855,0.055,24469,251640,0,0,0,98.86,6,A,Urban,9600,1
78017,0.187,16067,57660,0,0,0,98.56,7,D,Rural,1200,1
55794,0.063,10960,42090,0,0,0,99.75,6,A,Urban,1200,1
61312,0.585,21547,332870,0,0,0,98.48,12,A,Urban,20100,1
108615,0.069,17897,231120,0,0,0,99.37,20,D,Rural,5400,1
111703,0.051,17163,210100,0,0,0,99.21,13,B,Rural,18000,1
47108,0.091,16802,144060,0,0,0,98.9,8,B,Rural,7500,1
96596,0.075,24461,217610,0,0,0,98.88,13,A,Urban,9600,1
67092,0.917,29573,96640,1,0,0,98.83,15,A,Rural,3300,1
5394,0.394,21909,175100,0,0,0,98.58,9,A,Urban,1200,1
84296,1,15343,169650,0,0,0,99.56,4,B,Rural,11700,1
69806,0.962,24100,138140,0,0,0,98.54,14,A,Rural,7500,1
84330,0.098,24467,53220,0,0,0,97.84,6,A,Urban,3300,1
100593,0.102,23000,70360,0,0,0,99.8,7,A,Urban,3300,1
2146,0.007,16802,144460,0,0,0,99.68,9,A,Urban,7500,1
113822,0.134,21177,144090,0,0,0,98.93,6,A,Rural,9600,1
109673,0,20088,180150,0,0,0,99.21,12,D,Urban,5400,1
47704,0.094,14974,300110,0,0,0,98.88,9,A,Urban,11700,1
95849,0.995,15702,156090,1,0,0,98.97,4,A,Urban,7500,1
77321,0.029,15343,274500,1,0,0,99.55,7,A,Urban,24300,1
82826,0.157,14978,90070,0,0,0,99.57,6,A,Urban,7500,1
92213,0.057,27386,172930,1,0,0,99.18,16,A,Urban,7500,0
29194,0.272,17528,262610,0,0,0,99.23,9,D,Rural,13800,1
53762,0.145,14242,147070,0,0,0,99.19,11,D,Urban,3300,1
7784,0.057,20451,396640,0,0,0,98.76,12,B,Rural,45300,0
18880,1,21544,240060,0,0,0,99.41,7,A,Rural,18000,1
11728,0.654,14245,113050,0,0,0,98.02,14,B,Urban,5400,1
106635,0.238,23732,407500,0,0,0,99.59,8,A,Urban,28500,1
86564,0.246,30670,90030,0,0,0,99.39,10,B,Urban,5400,0
36949,0.43,24460,95970,0,0,0,99,7,A,Rural,5400,1
66863,0.901,17529,78050,0,0,0,99.65,10,A,Rural,9600,1
27568,0.145,17895,438110,0,0,0,99.44,11,A,Rural,20100,1
112081,0.105,15340,150090,0,0,0,99.84,7,A,Urban,3300,1
96673,0.009,24463,154170,1,0,0,,6,A,Rural,9600,1
90766,0.014,14245,207060,1,0,0,99.28,14,C,Urban,15900,1
99520,0.83,28113,141070,0,0,0,98.4,12,A,Urban,9600,1
99235,0.466,12060,48030,0,0,0,99,5,A,Urban,3300,1
20358,0.063,12055,100180,0,0,0,99.88,5,A,Urban,3300,1
59210,0.37,13514,153030,0,0,0,99.48,17,A,Urban,7500,1
34077,0.533,17899,49120,2,0,0,96.09,14,B,Rural,5400,1
33922,0.575,19724,387550,0,0,0,98.68,11,B,Urban,32700,1
64421,1,12056,96040,0,1,1,99.68,4,D,Rural,7500,0
67603,0.854,25930,110060,0,0,0,98.69,6,A,Rural,11700,1
68168,0.005,17891,203950,0,0,0,99.02,12,A,Urban,9600,1
96426,1,23004,132140,0,0,0,99.12,6,A,Urban,7500,1
9551,0.505,9137,123030,0,0,0,99.75,10,A,Urban,9600,1
5698,0.559,12057,160630,1,0,0,98.87,9,D,Urban,9600,1
88905,0.008,21184,285110,0,0,0,99.61,13,A,Rural,13800,1
5625,0.257,25197,187570,1,0,0,99.23,13,A,Rural,3300,1
5132,0.133,23735,510090,0,0,0,99.65,13,A,Urban,28500,1
56155,0.047,28843,216040,0,0,0,99.63,13,A,Urban,13800,1
13521,0.577,13511,147060,0,0,0,99.6,5,A,Urban,7500,1
76967,0.05,21548,408110,0,0,0,99.31,14,B,Urban,32700,1
52707,0.743,21185,182610,0,0,0,98.62,14,B,Rural,18000,1
4284,0.501,14605,101290,2,0,0,99.07,10,D,Urban,11700,1
58659,0.152,16796,333040,0,0,0,99.14,8,D,Urban,20100,1
82316,0.058,18623,252620,0,0,0,99.2,18,A,Urban,11700,1
105918,0.13,25557,210170,0,0,0,99.56,10,A,Rural,22200,1
99295,0.914,16797,106430,2,2,1,99.17,4,D,Urban,7500,0
65942,0.579,25191,255120,2,0,1,99.47,10,A,Urban,18000,1
92524,0.683,15703,90150,3,2,0,98.31,10,B,Urban,5700,0
60494,0.031,25929,36570,0,0,0,99.55,10,A,Urban,5700,1
8801,0.884,18986,125320,0,0,0,97.87,7,B,Rural,5700,1
21730,0.765,23375,84110,1,3,0,,21,A,Rural,9600,1
532,0.416,8772,41000,0,0,0,99.33,4,A,Urban,3300,1
61842,1,18991,123080,0,0,1,98.74,3,E,Urban,7500,0
24732,0.319,21182,422060,0,0,0,99.25,33,A,Urban,39000,1
17043,1,11695,54380,1,0,0,99.32,3,B,Rural,1200,1
84856,0,11692,194520,0,0,0,99.44,5,B,Rural,7500,1
77111,0.737,9137,96080,0,0,0,99.13,12,A,Rural,5700,1
91929,0.616,25196,293920,0,0,0,99.4,11,B,Urban,34800,1
60463,0.086,24098,120090,0,0,1,97.79,16,A,Urban,3300,0
97305,0.495,21542,193410,2,4,5,98.82,13,D,Urban,9600,0
56464,0.014,26654,275110,0,0,0,99.57,14,A,Rural,13800,1
96323,0.654,16434,150100,0,0,0,98.66,5,A,Rural,7500,1
111666,0.11,25200,85110,0,0,0,99.84,10,A,Rural,5700,1
94938,1,22279,80430,0,5,0,99.58,3,A,Rural,5400,1
59774,0.319,17896,204050,0,0,0,99.18,10,C,Urban,9600,1
105602,0,19360,198460,0,0,0,99.82,9,D,Rural,9600,1
106707,0.219,15704,521560,0,0,0,99.39,9,D,Urban,24300,1
22304,0.703,8035,26860,0,0,0,99.85,5,A,Urban,1200,1
76917,0.016,27383,250030,0,0,0,99.89,10,A,Urban,18000,1
85884,0.106,22643,150060,0,0,0,99.42,17,B,Rural,7500,1
72152,0,18622,420110,0,0,0,99.43,10,D,Urban,22200,1
90023,0.064,19715,114130,0,0,0,99.84,12,B,Urban,9600,1
110991,0.427,25564,181360,0,0,0,95.02,19,B,Urban,13800,1
59019,0.119,11329,240110,0,0,0,99.69,8,A,Urban,11700,1
38303,1,18261,58300,0,0,0,,2,B,Urban,3300,1
25270,0.171,27384,106360,2,0,0,98.09,22,B,Rural,5400,1
101228,0.157,18265,290480,0,0,0,99.17,12,B,Rural,30600,1
23488,0.015,28478,122540,0,0,0,,5,A,Urban,7500,1
46194,0.833,26285,185260,1,3,0,99.16,11,B,Urban,7500,1
5412,0.272,12783,159040,0,0,0,99.35,10,A,Urban,9600,1
64578,0.086,13879,524800,0,0,0,99.51,13,A,Urban,22200,1
73440,0.248,9131,143930,1,0,0,99.63,9,B,Urban,11700,1
78020,0.784,20818,158840,0,0,0,97.81,12,A,Urban,9600,1
67330,1,12782,110570,0,0,0,98.81,7,A,Rural,1200,1
62434,0.21,24831,120140,0,0,0,98.72,16,A,Rural,1200,1
9037,0.168,15707,120030,0,0,0,99.18,9,A,Rural,1200,1
60618,0.095,27753,186090,0,0,0,99.54,12,A,Urban,7500,1
33215,0.021,20089,235850,0,0,0,98.38,22,B,Rural,3300,1
71310,0.013,17899,570090,0,1,1,99.28,15,D,Rural,34800,0
44963,0.986,12055,143670,0,0,0,98.83,18,A,Rural,5400,1
95765,0.02,25191,212010,0,0,0,98.9,16,B,Urban,13800,1
21598,0.279,20445,287550,0,0,0,98.33,15,A,Rural,28500,1
53018,0.581,14248,81650,0,0,0,98.61,8,B,Rural,3300,1
77102,0.074,17527,310150,0,0,0,99.08,13,D,Urban,7500,1
77918,0.086,9499,129990,0,0,0,99.34,8,A,Urban,3300,1
45066,0.578,22272,170770,0,0,0,99.43,15,A,Urban,13800,0
106546,0.801,10593,240100,0,3,0,99.67,5,A,Rural,9600,1
96591,0.044,21905,300100,0,0,0,99.58,13,D,Urban,9600,1
25698,0.6,12418,180040,0,0,0,99.62,8,B,Rural,9600,0
83046,0.07,12424,192100,0,0,0,99.33,22,A,Rural,5400,1
45940,0.932,16797,371930,0,0,0,99.6,6,B,Urban,15900,1
46402,0.812,14612,88900,0,0,0,98.91,12,A,Rural,5400,1
55367,0.096,23365,358610,0,0,0,99.89,4,B,Urban,1200,1
36403,0.093,18263,458880,0,0,0,98.92,14,A,Rural,18000,1
98013,0.802,20450,197130,0,1,1,98.43,13,A,Urban,1200,1
13380,0.733,10592,252110,0,0,0,99.12,12,A,Urban,3300,1
17710,1,21184,131850,0,0,1,98.49,6,B,Urban,5400,0
57254,0.078,16437,70140,0,0,0,99.84,10,A,Rural,3300,1
43591,0.137,12788,96140,0,0,0,99.61,10,B,Urban,7500,1
24923,1,17890,30140,1,0,0,99.85,3,A,Urban,1200,1
34447,1,8767,60080,0,0,0,99.89,6,A,Urban,1200,1
86463,0.394,17165,225090,0,0,0,97.96,13,A,Rural,22200,1
113121,0.669,18624,161790,0,0,0,99.37,8,C,Rural,13800,1
85546,0.419,15340,105150,0,0,0,98.92,8,A,Rural,7500,1
101997,0.745,9870,176160,0,0,0,99.15,21,A,Urban,9600,0
37967,0.079,14978,90030,0,0,0,99.12,16,A,Urban,5400,1
43439,0.123,17527,257570,0,0,0,98.8,16,A,Urban,20100,1
111460,0.007,26656,112580,0,0,0,,4,A,Rural,3300,1
13242,0,24463,150130,0,0,0,,10,A,Urban,13800,1
99629,0.264,15704,257640,0,0,0,99.08,9,A,Rural,13800,0
57043,0.008,32129,120060,0,0,0,,7,A,Urban,11700,1
2535,0.345,23371,78460,0,0,0,99.23,6,A,Urban,9600,1
108057,0.88,22645,61630,0,0,0,99.58,10,A,Urban,5700,1
2778,0.156,28110,126120,0,0,0,99.19,5,A,Urban,7500,1
17364,0.458,15341,155010,0,0,0,98.64,14,B,Urban,7500,1
91798,0.501,17892,132420,0,0,0,98.32,17,C,Rural,13800,1
113473,0,13515,312590,0,0,0,99.04,6,D,Rural,11700,1
28577,0.78,11685,39150,0,0,0,99.65,7,B,Urban,3300,1
70443,0.772,14976,165090,0,0,0,99.34,14,B,Rural,13800,1
95153,0.03,12057,75060,0,0,0,99.89,7,A,Rural,1200,1
109913,0.73,17167,161000,0,0,0,99.34,5,C,Urban,5400,1
80352,0.057,11688,250080,0,0,0,99.24,8,B,Rural,9600,1
100754,0.188,9868,117070,0,0,0,97.87,8,B,Rural,3300,1
27097,0.656,27022,165150,1,0,0,98.38,12,A,Urban,7500,1
7462,0.428,18993,176210,0,0,0,98.67,12,B,Rural,11700,1
45089,0.103,13875,60060,0,0,0,97.85,9,B,Urban,5700,1
19299,0.398,9864,108140,0,0,0,99.87,5,A,Urban,5400,1
28233,0.32,17894,190960,0,0,0,98.74,8,D,Urban,11700,1
77971,0.045,19357,96810,0,0,0,96.39,15,C,Rural,7500,1
59929,0.236,17525,265100,0,0,0,99.33,12,B,Urban,9600,1
54153,1,17530,87530,1,0,0,99.37,5,C,Urban,9600,0
13323,0.239,29576,158020,0,0,0,99.3,12,A,Urban,9600,1
1970,0.305,21912,180110,1,0,0,98.53,18,A,Urban,5400,1
93469,1,18988,39060,0,0,0,99.33,5,A,Urban,5700,1
87111,0.14,17170,374380,0,0,0,99.44,10,B,Urban,28500,1
103039,0.232,21175,319070,0,0,0,99.04,30,A,Urban,3300,1
76694,0.563,25193,130470,0,0,0,,9,A,Urban,5400,1
6628,0.264,16074,169340,0,0,0,99.19,9,C,Rural,7500,1
87112,0.039,25928,240030,0,0,0,99.19,9,A,Rural,1200,1
99828,0.401,17166,319610,0,0,1,99.67,12,B,Rural,13800,1
101899,1,16433,48100,0,0,0,95.06,4,A,Urban,1200,1
92371,0.955,13882,174120,2,0,0,99.14,6,A,Urban,13800,1
30929,0.196,15342,197550,0,0,0,98.56,19,D,Urban,18000,1
113872,0,22277,61610,0,0,0,98.94,7,B,Urban,5700,1
14065,0.359,21544,263790,5,1,2,99.26,9,C,Urban,13800,0
30666,1,25926,88840,0,0,0,99.41,5,A,Urban,5400,1
61974,0,27749,40550,0,0,0,99.3,4,A,Urban,1200,1
94716,0.699,24469,267100,0,0,0,98.71,11,C,Rural,15900,1
101019,0.015,27745,154390,0,0,0,99.51,12,B,Urban,9600,1
13370,0.306,11695,66100,0,0,2,99.59,6,A,Rural,5700,1
34172,0.333,21177,70110,0,0,0,98.46,6,C,Urban,1200,1
17832,0.115,26285,75060,2,0,0,99.63,12,A,Urban,5400,1
4629,0.331,16437,24140,0,0,0,92.95,13,A,Rural,1200,1
79100,0.01,11694,177100,0,0,0,99.17,9,C,Urban,7500,1
100636,0.041,26286,76680,0,0,0,99.89,5,A,Rural,1200,1
91941,0.705,12423,230210,2,0,1,99.66,12,D,Rural,22200,1
36931,0.092,22280,135100,0,0,0,99.17,8,A,Rural,5400,1
101699,0.804,15338,209960,0,0,0,99.38,12,B,Rural,9600,1
112132,0.166,22640,403240,0,0,0,99.05,10,B,Urban,20100,1
47670,0.128,23730,29190,0,0,0,97.95,8,A,Urban,1200,1
104428,0.201,19715,158560,0,0,0,98.1,11,B,Rural,9600,1
85564,0.735,8404,76840,0,0,0,99.82,6,A,Rural,3300,1
42595,0.255,17168,1200140,0,0,0,99.51,11,D,Urban,60000,1
58854,0.178,25197,191340,0,0,0,98.92,12,B,Urban,13800,1
16891,1,11691,57510,0,1,0,,2,D,Rural,3300,1
25878,0.498,18986,291420,0,1,0,99.01,20,B,Rural,11700,0
82309,0.43,27017,66090,0,0,0,99.13,6,B,Urban,5400,1
101943,0.016,22636,315040,0,0,0,99.88,12,A,Urban,13800,1
108385,0.875,14606,120120,0,0,0,99.2,4,B,Urban,5400,1
42301,0.778,20451,186270,0,0,0,98.8,11,A,Rural,7500,1
65556,0.404,21907,195430,0,0,0,98.9,14,A,Urban,11700,1
97579,0.045,27019,75030,0,0,0,99.21,7,A,Urban,3300,1
19988,0.11,21549,402030,0,0,0,99.81,12,B,Urban,9600,1
52439,1,16800,107830,0,0,0,98.39,4,C,Urban,7500,1
34092,0.202,16074,294070,0,0,0,99.03,10,D,Urban,11700,1
14037,0.607,7674,55640,0,0,0,99.89,4,B,Urban,5700,1
26229,0.036,20455,344950,0,0,0,98.86,30,A,Rural,20100,1
93829,1,20817,72070,0,0,0,99.83,3,A,Rural,7500,1
90771,0.147,27749,126130,3,0,1,98.75,16,A,Rural,3300,1
10505,0.015,16430,99030,0,0,0,,8,C,Urban,5400,1
44078,0.085,14608,65050,0,0,0,98.68,12,B,Urban,3300,1
34068,0.048,21175,300100,0,0,0,99.89,10,C,Urban,18000,1
47317,0.738,23736,286650,0,0,0,98.51,16,A,Urban,3300,1
57124,0,24469,207030,0,0,0,99.82,8,A,Urban,13800,1
63991,0.219,20081,167800,0,0,0,99.08,21,B,Urban,7500,1
58606,0.027,15340,300130,0,0,0,99.33,11,A,Urban,11700,1
95341,0.057,17531,90090,0,0,0,99.16,13,C,Rural,7500,1
12746,0.048,17895,250140,0,0,0,99.21,10,B,Rural,15900,1
68294,0.082,21548,180080,0,0,0,99.86,14,A,Urban,9600,1
460,0.929,23368,315120,2,0,0,99.16,7,C,Rural,24300,1
98987,1,22640,102640,0,0,0,99.51,3,A,Rural,7500,1
39876,0,27024,262590,1,0,0,98.33,11,A,Urban,13800,1
47744,0.324,13516,200060,0,0,0,98.91,13,B,Rural,9600,1
109846,1,9503,66110,0,0,0,99.56,5,A,Urban,5700,1
108496,0.18,12419,180150,0,0,0,99.72,6,A,Urban,9600,1
79402,0.05,20453,212550,0,0,0,99.14,11,A,Rural,11700,1
17080,0.011,29941,114390,0,0,0,99.89,4,A,Rural,5400,1
37090,0.002,21541,61900,0,0,0,99.89,16,A,Urban,3300,1
97205,0.631,15703,90070,1,0,0,99.06,9,A,Urban,3300,1
74290,0.168,17161,467590,0,0,0,99.29,15,C,Rural,20100,1
14939,0.037,26285,120140,0,0,0,99.85,8,A,Urban,7500,1
102562,0.402,18995,347030,0,0,0,99.35,20,B,Urban,20100,1
37095,0.098,19721,162890,0,0,0,99.51,12,B,Urban,7500,1
109376,0.018,24833,200030,0,0,0,99.89,7,A,Urban,5400,1
89266,0.019,26654,51050,0,0,0,99.89,4,A,Rural,1200,1
30209,0.972,18994,60950,0,0,0,95.7,11,A,Urban,3300,1
91314,0.063,24102,279080,0,0,0,99.45,15,A,Urban,28500,1
38161,0.721,15709,138330,2,0,0,98.19,10,D,Urban,9600,1
91639,0.298,13517,197290,0,0,0,99.46,11,D,Urban,7500,1
84128,0.199,18990,36050,0,0,0,93.43,11,A,Rural,1200,1
54665,0.001,21543,255140,0,0,0,99.37,10,A,Urban,15900,1
44059,1,15336,59200,0,0,0,98.73,6,D,Urban,3300,1
51056,0.05,20080,186060,0,0,0,99.42,11,A,Rural,11700,1
109469,0.066,21179,276480,0,0,0,99.37,9,A,Rural,1200,1
57295,0.715,12054,114100,0,0,0,99.41,8,B,Rural,7500,1
104088,0.517,24832,276640,0,0,0,99.35,13,B,Urban,18000,1
17502,0.034,20084,184300,0,0,0,98.97,8,A,Urban,13800,1
35866,0.331,22636,174130,1,0,0,98.96,8,A,Urban,3300,1
14043,0,13513,138710,0,0,0,99.86,4,B,Rural,7500,1
105235,0.64,20085,311050,0,0,1,99.33,13,B,Urban,22200,1
58955,0.069,17529,55050,0,0,0,98.9,6,A,Rural,1200,1
110072,0.052,21907,231120,0,0,0,99.89,3,B,Urban,20100,1
34181,0.156,11324,100140,0,0,0,99.74,5,A,Urban,1200,1
46413,0.091,21184,120120,0,0,0,98.37,11,A,Urban,3300,1
111396,0.009,21542,96030,0,0,0,98.25,18,A,Urban,11700,1
105367,1,14247,82850,0,0,0,99.88,3,A,Urban,5400,1
65579,0.413,13513,124710,0,0,0,99.61,4,D,Rural,9600,1
110239,0.311,15709,267070,0,0,0,98.84,16,C,Rural,18000,1
95421,0.176,26656,207560,0,0,0,99.85,5,A,Urban,15900,1
